FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9,SYMBOL
1A,Dönen Varlıklar,CURRENT ASSETS,44110852,42605764,42080679,177258191,85192815,82042499,82309765,203202212,129222024,95384253,91261511,109483337,184533025,103357349,104565857,ISGYO
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,19867586,21587663,15406790,109612860,17419901,23268310,2901223,31267308,4746752,2184163,9856270,12070096,104499521,20372342,18063681,ISGYO
1AB,Finansal Yatırımlar,Short-Term Financial Investments,0,0,6721545,11342286,0,0,18217808,19745308,12461519,0,0,0,0,0,0,ISGYO
1AC,Ticari Alacaklar,Short-Term Trade Receivables,7754526,7225631,6904798,12714693,8831438,6905662,6268553,11495740,8966853,8895348,8701573,2968572,1413962,480369,1898659,ISGYO
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISGYO
1AE,Diğer Alacaklar,Short-Term Other Receivables,384161,412899,326271,794136,604985,408168,232183,873824,126834,344017,260580,427869,270758,290729,162012,ISGYO
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISGYO
1AF,Stoklar,Inventories,8949911,7564588,3334959,17343724,2898867,2080644,1821289,122126956,89210336,78665930,68277910,82853390,64956485,68524713,68243565,ISGYO
1AG,Canlı Varlıklar,Short-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISGYO
1AH,Diğer Dönen Varlıklar,Other Current Assets,7154668,5814983,9386314,25450491,55437623,49379714,52868707,17693076,13709730,5294794,4165179,11163410,13392298,13689196,16197940,ISGYO
1AI,(Ara Toplam),(Subtotal),44110852,42605764,42080679,177258191,85192815,82042499,82309765,203202212,129222024,95384253,91261511,109483337,184533025,103357349,104565857,ISGYO
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISGYO
1AK,Duran Varlıklar,LONG TERM ASSETS,441975194,398381807,379005592,1406247995,840980713,811161998,773285868,1419949208,1026878408,1188087161,1244671795,1581837168,1186509667,1221633216,1240250442,ISGYO
1B,Ticari Alacaklar,Trade Receivables,202968,64244,8500,10332,4133,486267,220304,73934,0,47737,374432,1015373,626142,1130288,0,ISGYO
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISGYO
1BB,Diğer Alacaklar,Other Receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISGYO
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISGYO
1BC,Finansal Yatırımlar,Financial Investments,18535878,16221893,14520636,48849060,28860458,27588967,27824961,50411575,31769803,50574601,48534931,67789009,52667900,41334707,36443522,ISGYO
1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,489224,486231,538507,852243,623439,519573,586712,1086225,787969,727653,923100,1312124,1216065,1029558,1150059,ISGYO
1BE,Canlı Varlıklar,Long-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISGYO
1BF,Yatırım Amaçlı Gayrimenkuller,Real Estate Investments,376867178,335992328,314951005,1215077718,711344735,702323963,663591935,1196544264,869818854,993685081,1045368307,1305324227,964209478,993645610,1006491625,ISGYO
1BFA,Stoklar,Stoklar,41286966,41575392,45144925,125660136,91946781,72129579,73421690,156357622,112924313,130158581,135844520,188476991,152839154,168758552,179928082,ISGYO
