FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9,SYMBOL
1A,Dönen Varlıklar,CURRENT ASSETS,758086951,763869717,746030099,1293990658,815525855,855501206,808096113,1409114519,905868085,903070764,900793476,936709019,637155763,733839834,747072936,SASA
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,141529785,40694729,69466961,70644299,88143039,169803399,84426128,257571148,201997026,59892627,65459431,77961829,15751856,83003185,17965831,SASA
1AB,Finansal Yatırımlar,Short-Term Financial Investments,478944,779443,732316,4859011,0,0,0,0,0,0,0,0,0,0,0,SASA
1AC,Ticari Alacaklar,Short-Term Trade Receivables,189654107,174459842,161871702,317952968,229233784,288579027,343503099,526764198,269978636,323843693,330448446,304936335,167066769,233358928,302122958,SASA
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SASA
1AE,Diğer Alacaklar,Short-Term Other Receivables,1572203,1245132,521343,512652,509595,2820917,218734,1202422,246077,1002424,814803,1630409,1819251,1972702,1327366,SASA
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SASA
1AF,Stoklar,Inventories,373738262,483164504,454634785,802100790,449944965,366245477,328164041,557163808,364645154,467479208,435268076,468029258,378278783,336399539,329802845,SASA
1AG,Canlı Varlıklar,Short-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SASA
1AH,Diğer Dönen Varlıklar,Other Current Assets,51113650,63526067,58802993,97920937,47694473,28052386,51784110,66412942,69001193,50852813,68802721,84151188,74239104,79105480,95853935,SASA
1AI,(Ara Toplam),(Subtotal),758086951,763869717,746030099,1293990658,815525855,855501206,808096113,1409114519,905868085,903070764,900793476,936709019,637155763,733839834,747072936,SASA
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SASA
1AK,Duran Varlıklar,LONG TERM ASSETS,1124292018,1265886924,1597480393,4043089045,2448528075,2219182245,2749817254,5987212466,4786960450,5253799631,5648481591,7307681459,6090284667,6342276100,6393043341,SASA
1B,Ticari Alacaklar,Trade Receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SASA
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SASA
1BB,Diğer Alacaklar,Other Receivables,8184,5991,5390,8595,5107,3788,3573,4883,3092,3041,2925,3549,2141,2035,1852,SASA
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SASA
