FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9,SYMBOL
1A,Dönen Varlıklar,CURRENT ASSETS,245952127,211517385,149745556,309492586,117459693,109111917,111242896,328909342,200220812,219240870,238280175,291329372,242037694,279067245,264740539,SNGYO
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,9683434,2712053,387234,2315768,6906381,1750188,5695253,12559627,651167,1814925,3529562,3438223,1889006,219045,310472,SNGYO
1AB,Finansal Yatırımlar,Short-Term Financial Investments,67272181,87363475,22403873,0,0,0,0,0,0,0,0,0,0,0,0,SNGYO
1AC,Ticari Alacaklar,Short-Term Trade Receivables,22997148,14325536,17622838,21004832,15910553,30028143,24873430,14412304,7295099,18585931,16764516,40486811,13006232,43076780,18209887,SNGYO
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SNGYO
1AE,Diğer Alacaklar,Short-Term Other Receivables,536831,482852,456628,754348,445246,504898,476415,21578985,12749836,295973,283035,193132,147078,6171130,5786708,SNGYO
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SNGYO
1AF,Stoklar,Inventories,90905649,90682731,92251155,255234511,71149026,56801696,57077523,249286684,153324931,175512088,189241798,213354226,199555507,203394007,211543697,SNGYO
1AG,Canlı Varlıklar,Short-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SNGYO
1AH,Diğer Dönen Varlıklar,Other Current Assets,54556884,15950737,16623828,30183127,23048488,20026991,23120275,31071743,26199779,23031954,28461263,33856980,27439871,26206284,28889776,SNGYO
1AI,(Ara Toplam),(Subtotal),245952127,211517385,149745556,309492586,117459693,109111917,111242896,328909342,200220812,219240870,238280175,291329372,242037694,279067245,264740539,SNGYO
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SNGYO
1AK,Duran Varlıklar,LONG TERM ASSETS,471623733,414935600,370371827,1308802708,588417081,429928066,402971174,1273947578,924907403,985161641,1032062247,1340522221,1100918360,1095422440,1149732893,SNGYO
1B,Ticari Alacaklar,Trade Receivables,8679302,8038999,5958303,10910870,1920482,1331675,909571,1223959,0,1216,0,0,0,0,19971930,SNGYO
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SNGYO
1BB,Diğer Alacaklar,Other Receivables,68844,81684,71822,115826,68710,50741,144102,160163,102087,101461,96834,117467,85737,81476,78010,SNGYO
